Date,PX_LAST,Rate_of_Change
2025-01-31,21561.4,0.0005615031578753982
2024-12-31,21549.3,0.003889908598794456
2024-11-30,21465.8,0.00623924772766693
2024-10-31,21332.7,0.003778396792832872
2024-09-30,21252.4,0.0032998937802430905
2024-08-31,21182.5,0.004214548488641112
2024-07-31,21093.6,0.0006831378799954102
2024-06-30,21079.2,0.003150430685765926
2024-05-31,21013.0,0.00388885703911801
2024-04-30,20931.6,0.0012436859023419178
2024-03-31,20905.6,0.005043099511073956
2024-02-29,20800.7,0.001941195738039747
2024-01-31,20760.4,5.2988299220180224e-05
2023-12-31,20759.3,0.0025644492953800224
2023-11-30,20706.2,0.0008748990965821157
2023-10-31,20688.1,-0.0005797073444089307
2023-09-30,20700.1,-0.0024144345596669448
2023-08-31,20750.2,-0.0011168128471988892
2023-07-31,20773.4,-0.0011635957995151935
2023-06-30,20797.6,-0.0007159159159160211
2023-05-31,20812.5,0.004551553706402922
2023-04-30,20718.2,-0.00750186828137267
2023-03-31,20874.8,-0.011614528340301411
2023-02-28,21120.1,-0.003256391257769331
2023-01-31,21189.1,-0.003986105039508692
2022-12-31,21273.9,-0.004408440619427911
2022-11-30,21368.1,-0.003093158660844364
2022-10-31,21434.4,-0.003468315588823212
2022-09-30,21509.0,-0.005497528655116879
2022-08-31,21627.9,-0.0008269502628684977
2022-07-31,21645.8,-0.0003602172387039415
2022-06-30,21653.6,-0.002046271545764644
2022-05-31,21698.0,-0.0012106258889814647
2022-04-30,21724.3,3.682647823777252e-05
2022-03-31,21723.5,0.004726820311452107
2022-02-28,21621.3,0.0025363293240474594
2022-01-31,21566.6,0.0027245676027523036
2021-12-31,21508.0,0.008453794830197259
2021-11-30,21327.7,0.008215979086598546
2021-10-31,21153.9,0.008577286163822029
2021-09-30,20974.0,0.006212670008875154
2021-08-31,20844.5,0.010216296640932043
2021-07-31,20633.7,0.007406503271164988
2021-06-30,20482.0,0.002162659386039545
2021-05-31,20437.8,0.015124197225492075
2021-04-30,20133.3,0.01632004038364454
2021-03-31,19810.0,0.012201602354479979
2021-02-28,19571.2,0.012216188259632776
2021-01-31,19335.0,0.011758057173356873
2020-12-31,19110.3,0.007220673261899568
2020-11-30,18973.3,0.011472377266354306
2020-10-31,18758.1,0.008131435819162869
2020-09-30,18606.8,0.012218341656602405
2020-08-31,18382.2,0.0038664438546478497
2020-07-31,18311.4,0.008253723536051583
2020-06-30,18161.5,0.01640325938528342
2020-05-31,17868.4,0.05114418495205619
2020-04-30,16999.0,0.06372726931404316
2020-03-31,15980.6,0.03408870310214973
2020-02-29,15453.8,0.003408803152980644
2020-01-31,15401.3,0.004369289762167217
2019-12-31,15334.3,
