Date,PX_LAST,Rate_of_Change
2025-02-28,98.3,-0.06647673314339986
2025-01-31,105.3,-0.03835616438356171
2024-12-31,109.5,-0.0292553191489362
2024-11-30,112.8,0.029197080291970767
2024-10-31,109.6,0.10483870967741926
2024-09-30,99.2,-0.06060606060606055
2024-08-31,105.6,0.03631010794896938
2024-07-31,101.9,0.04192229038854811
2024-06-30,97.8,-0.03455083909180656
2024-05-31,101.3,0.03897435897435897
2024-04-30,97.5,-0.054316197866149274
2024-03-31,103.1,-0.016221374045801595
2024-02-29,104.8,-0.055004508566276034
2024-01-31,110.9,0.026851851851851904
2023-12-31,108.0,0.06930693069306937
2023-11-30,101.0,0.019172552976791213
2023-10-31,99.1,-0.04985618408437198
2023-09-30,104.3,-0.040478380864765406
2023-08-31,108.7,-0.04649122807017536
2023-07-31,114.0,0.03542234332425065
2023-06-30,110.1,0.07414634146341448
2023-05-31,102.5,-0.011571841851494735
2023-04-30,103.7,-0.0028846153846153744
2023-03-31,104.0,0.005802707930367523
2023-02-28,103.4,-0.024528301886792447
2023-01-31,106.0,-0.02752293577981646
2022-12-31,109.0,0.07495069033530566
2022-11-30,101.4,-0.007827788649706457
2022-10-31,102.2,-0.051948051948051854
2022-09-30,107.8,0.04054054054054057
2022-08-31,103.6,0.08709338929695698
2022-07-31,95.3,-0.03150406504065051
2022-06-30,98.4,-0.046511627906976716
2022-05-31,103.2,-0.04972375690607722
2022-04-30,108.6,0.009293680297397744
2022-03-31,107.6,0.01797540208136228
2022-02-28,105.7,-0.04860486048604851
2022-01-31,111.1,-0.0355902777777779
2021-12-31,115.2,0.029490616621983934
2021-11-30,111.9,0.0026881720430107503
2021-10-31,111.6,0.016393442622950838
2021-09-30,109.8,-0.046875
2021-08-31,115.2,-0.07913669064748197
2021-07-31,125.1,-0.02948021722265326
2021-06-30,128.9,0.07416666666666671
2021-05-31,120.0,0.02127659574468077
2021-04-30,117.5,0.022628372497824234
2021-03-31,114.9,0.20693277310924363
2021-02-28,95.2,0.09299655568312293
2021-01-31,87.1,0.0
2020-12-31,87.1,-0.06243272335845007
2020-11-30,92.9,-0.08382642998027612
2020-10-31,101.4,0.000987166831194486
2020-09-30,101.3,0.17381228273464666
2020-08-31,86.3,-0.058887677208287914
2020-07-31,91.7,-0.0671414038657171
2020-06-30,98.3,0.14435389988358538
2020-05-31,85.9,0.002333722287047868
2020-04-30,85.7,-0.27861952861952854
2020-03-31,118.8,-0.10407239819004521
2020-02-29,132.6,0.016871165644171793
2020-01-31,130.4,0.01716068642745716
2019-12-31,128.2,
